UID,Name,Description,Owner,Owner UID,Publication Stage,Audience,Approval Status,Provenance,Type,Category,Tags,url,API Endpoint,Creation Date (UTC),Last Metadata Updated Date (UTC),Last Data Updated Date (UTC),Domain,Derived View,Visits,Downloads,Row Label,Row Count,Column Count,Contact Email,License,Attribution,Attribution Link,Published Version Name,Published Version UID,Parent UID,Supplemental Resources: Related Datasets Link(s),Jurisdiction: Jurisdiction,Time Period: Update Frequency,Time Period: Time Period of Content,Agency: State Agency Performing Data Updates,GIS Download: Place Keywords,Time Period: Date Metadata Written,Supplemental Resources: Additional Documentation Link,days_since_data_update,asset_age,expected_update_days,recently_enough,accessible,"Time Period: Other Update Frequency   If frequency isn't included in list above, please describe it here.",Data Def: data location,GIS Download: Shape File
exqr-kj9n,Casinos,"The Maryland Lottery and Gaming Control Agency monitors the activities of all casino and gaming facilities in Maryland. Casino activity in Maryland helps to advance MLGCA's mission to support education, public health, public safery, human resource and environmental initiatives througout Maryland. Casino activity in Maryland also supports economic growth and provides jobs for Marylanders.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/exqr-kj9n,https://opendata.maryland.gov/resource/exqr-kj9n.json,07/21/2025 09:56:38 PM,07/21/2025 09:56:40 PM,07/21/2025 09:56:41 PM,opendata.maryland.gov,false,2,5,,6,12,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
evgx-u6vy,Marsh Protection Potential Index,"The Marsh Protection Potential Index (MPPI) ranks Maryland’s coastal marshes by their ability to protect vulnerable communities from coastal hazards. To do so, we identified five key questions to assess each marsh: How much is the marsh able to reduce the impact of coastal hazards? Is the marsh located where coastal hazards are a threat? Is the marsh located where there are people to protect? Is the marsh located adjacent to other protective habitats? Is the marsh likely to survive in the face of rising sea levels? Using data from the Coastal Resiliency Assessment and other sources, we developed metrics to score each marsh on these five questions. Then, the sub-scores were combined to create the Marsh Protection Potential Index overall rating, which ranks the protective ability of over 14,000 marshes statewide. It is important to note that the MPPI ranks marshes relative to other marshes, rather than providing an absolute measure of protective services. The Marsh Protection Potential Index does not attempt to describe the dollar-value of protective services provided by each marsh, nor does it compare marshes to other types of habitat or to other protection infrastructure solutions. In addition, the MPPI does not assess marshes on any of the other characteristics that often inform conservation priorities. Things like biodiversity, ecosystem health, rare species, recreation value, or water quality services are often important to stakeholders, and these are not captured by the MPPI. The MPPI is intended to supplement, not replace, the other ways conservation decision-makers prioritize natural habitats.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/evgx-u6vy,https://opendata.maryland.gov/resource/evgx-u6vy.json,07/21/2025 10:51:40 PM,07/21/2025 10:51:41 PM,07/21/2025 10:52:12 PM,opendata.maryland.gov,false,2,3,,14429,18,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
dgvu-m3g6,Toll Plazas,Point data of the locations of toll plazas along major roads.,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/dgvu-m3g6,https://opendata.maryland.gov/resource/dgvu-m3g6.json,07/22/2025 03:29:21 AM,07/22/2025 03:29:22 AM,07/22/2025 03:29:24 AM,opendata.maryland.gov,false,2,3,,7,6,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
8kqv-ascm,War Memorials and Cemeteries,"This data layer contains the locations of veterans war memorials and cemeteries in Maryland. The data was received from the Maryland Veterans Affairs office in Annapolis, Maryland.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/8kqv-ascm,https://opendata.maryland.gov/resource/8kqv-ascm.json,07/21/2025 09:56:36 PM,07/21/2025 09:56:37 PM,07/21/2025 09:56:39 PM,opendata.maryland.gov,false,2,0,,10,9,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
c6xr-kdmi,BWI Airport Shuttle Routes,BWI Shuttle Routes. Layer created from GTFS data by the Central Maryland Regional Transit. Layer is symbolized.,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/c6xr-kdmi,https://opendata.maryland.gov/resource/c6xr-kdmi.json,07/22/2025 03:40:29 AM,07/22/2025 03:40:30 AM,07/22/2025 03:40:32 AM,opendata.maryland.gov,false,2,0,,5,7,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
3r3p-mp5u,Wildlife Viewing,"Maryland, through its Coastal Zone Management (CZM) Program, is collecting information on how the public uses the Chesapeake Bay waters and adjacent lands. These baseline data will inform planning efforts being undertaken by the Maryland Department of Natural Resources to help inform public access, land acquisition, and future oyster aquaculture planning and decision-making. Collecting data on the variety of ways our Chesapeake waters are used will help us plan for reducing use conflicts in our coastal waters, maximizing efficiency, and enhancing environmental and economic productivity. Chesapeake Bay waters are used in many ways: commercial fishing, aquaculture, transport, habitat for wildlife, and recreation, among others. With new and expanding coastal and marine uses, as well as Maryland’s growing coastal population, the pressure is mounting to ensure that there is space for both traditional and new uses and that conflicts are minimized. Some mapped human use data exist, but Maryland has limited recreational water use data for the Chesapeake waters. Basic data on how we use our coastal waters was collected by inviting residents and experts to share their knowledge about recreational uses at workshops using geographical information systems technology.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/3r3p-mp5u,https://opendata.maryland.gov/resource/3r3p-mp5u.json,07/21/2025 10:14:20 PM,07/21/2025 10:14:21 PM,07/21/2025 10:14:23 PM,opendata.maryland.gov,false,2,0,,4,6,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
ehmi-9jjh,Marine Jurisdictions,"The NOAA Coastal Services Center's Marine Jurisdiction dataset was created to assist in marine spatial planning and offshore alternative energy sitting. This is a composite dataset derived from a collection of authoritative marine boundary data provided by the DIO Minerals Management Service and the NOAA Office of Coast Survey. NOT LEGALLY BINDING. This dataset is not an authoritative data source for marine boundaries, please see the Minerals Management Service and NOAA Office of Coast Survey for authoritative data and more comprehensive use constraints.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/ehmi-9jjh,https://opendata.maryland.gov/resource/ehmi-9jjh.json,07/22/2025 02:28:26 AM,07/22/2025 02:28:27 AM,07/22/2025 02:28:28 AM,opendata.maryland.gov,false,2,0,,14,9,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
p2aj-rydx,Wildlife Viewing,"Maryland, through its Coastal Zone Management (CZM) Program, is collecting information on how the public uses the Chesapeake Bay waters and adjacent lands. These baseline data will inform planning efforts being undertaken by the Maryland Department of Natural Resources to help inform public access, land acquisition, and future oyster aquaculture planning and decision-making. Collecting data on the variety of ways our Chesapeake waters are used will help us plan for reducing use conflicts in our coastal waters, maximizing efficiency, and enhancing environmental and economic productivity. Chesapeake Bay waters are used in many ways: commercial fishing, aquaculture, transport, habitat for wildlife, and recreation, among others. With new and expanding coastal and marine uses, as well as Maryland’s growing coastal population, the pressure is mounting to ensure that there is space for both traditional and new uses and that conflicts are minimized. Some mapped human use data exist, but Maryland has limited recreational water use data for the Chesapeake waters. Basic data on how we use our coastal waters was collected by inviting residents and experts to share their knowledge about recreational uses at workshops using geographical information systems technology.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/p2aj-rydx,https://opendata.maryland.gov/resource/p2aj-rydx.json,07/21/2025 10:00:01 PM,07/21/2025 10:00:02 PM,07/21/2025 10:00:04 PM,opendata.maryland.gov,false,2,0,,4,6,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
ixuk-u6ah,Jurisdiction Grantee Totals,Jurisdiction Grantee Totals - Aggregate totals 2007-2014.,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/ixuk-u6ah,https://opendata.maryland.gov/resource/ixuk-u6ah.json,07/22/2025 12:07:08 AM,07/22/2025 12:07:09 AM,07/22/2025 12:07:11 AM,opendata.maryland.gov,false,2,0,,24,12,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
fwdk-ii3s,Light Rail Line,Maryland Transit Administration light rail routes. See http://mta.maryland.gov/light-rail for more information.,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/fwdk-ii3s,https://opendata.maryland.gov/resource/fwdk-ii3s.json,07/22/2025 03:31:51 AM,07/22/2025 03:31:52 AM,07/22/2025 03:31:53 AM,opendata.maryland.gov,false,2,0,,84,10,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
8a7i-gngp,Scenic Natural Views,"Maryland, through its Coastal Zone Management (CZM) Program, is collecting information on how the public uses the Chesapeake Bay waters and adjacent lands. These baseline data will inform planning efforts being undertaken by the Maryland Department of Natural Resources to help inform public access, land acquisition, and future oyster aquaculture planning and decision-making. Collecting data on the variety of ways our Chesapeake waters are used will help us plan for reducing use conflicts in our coastal waters, maximizing efficiency, and enhancing environmental and economic productivity. Chesapeake Bay waters are used in many ways: commercial fishing, aquaculture, transport, habitat for wildlife, and recreation, among others. With new and expanding coastal and marine uses, as well as Maryland’s growing coastal population, the pressure is mounting to ensure that there is space for both traditional and new uses and that conflicts are minimized. Some mapped human use data exist, but Maryland has limited recreational water use data for the Chesapeake waters. Basic data on how we use our coastal waters was collected by inviting residents and experts to share their knowledge about recreational uses at workshops using geographical information systems technology.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/8a7i-gngp,https://opendata.maryland.gov/resource/8a7i-gngp.json,07/21/2025 10:02:49 PM,07/21/2025 10:02:50 PM,07/21/2025 10:02:52 PM,opendata.maryland.gov,false,2,0,,5,6,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
rjm3-35yy,Shore Use,"Maryland, through its Coastal Zone Management (CZM) Program, is collecting information on how the public uses the Chesapeake Bay waters and adjacent lands. These baseline data will inform planning efforts being undertaken by the Maryland Department of Natural Resources to help inform public access, land acquisition, and future oyster aquaculture planning and decision-making. Collecting data on the variety of ways our Chesapeake waters are used will help us plan for reducing use conflicts in our coastal waters, maximizing efficiency, and enhancing environmental and economic productivity. Chesapeake Bay waters are used in many ways: commercial fishing, aquaculture, transport, habitat for wildlife, and recreation, among others. With new and expanding coastal and marine uses, as well as Maryland’s growing coastal population, the pressure is mounting to ensure that there is space for both traditional and new uses and that conflicts are minimized. Some mapped human use data exist, but Maryland has limited recreational water use data for the Chesapeake waters. Basic data on how we use our coastal waters was collected by inviting residents and experts to share their knowledge about recreational uses at workshops using geographical information systems technology.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/rjm3-35yy,https://opendata.maryland.gov/resource/rjm3-35yy.json,07/21/2025 10:07:22 PM,07/21/2025 10:07:23 PM,07/21/2025 10:07:26 PM,opendata.maryland.gov,false,2,0,,6,6,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
5may-anen,Recreational Shore Fishing,"Maryland, through its Coastal Zone Management (CZM) Program, is collecting information on how the public uses the Chesapeake Bay waters and adjacent lands. These baseline data will inform planning efforts being undertaken by the Maryland Department of Natural Resources to help inform public access, land acquisition, and future oyster aquaculture planning and decision-making. Collecting data on the variety of ways our Chesapeake waters are used will help us plan for reducing use conflicts in our coastal waters, maximizing efficiency, and enhancing environmental and economic productivity. Chesapeake Bay waters are used in many ways: commercial fishing, aquaculture, transport, habitat for wildlife, and recreation, among others. With new and expanding coastal and marine uses, as well as Maryland’s growing coastal population, the pressure is mounting to ensure that there is space for both traditional and new uses and that conflicts are minimized. Some mapped human use data exist, but Maryland has limited recreational water use data for the Chesapeake waters. Basic data on how we use our coastal waters was collected by inviting residents and experts to share their knowledge about recreational uses at workshops using geographical information systems technology.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/5may-anen,https://opendata.maryland.gov/resource/5may-anen.json,07/21/2025 10:14:34 PM,07/21/2025 10:14:35 PM,07/21/2025 10:14:57 PM,opendata.maryland.gov,false,2,0,,8,6,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
upd3-vdrx,Muskrat Trapping,"Maryland, through its Coastal Zone Management (CZM) Program, is collecting information on how the public uses the Chesapeake Bay waters and adjacent lands. These baseline data will inform planning efforts being undertaken by the Maryland Department of Natural Resources to help inform public access, land acquisition, and future oyster aquaculture planning and decision-making. Collecting data on the variety of ways our Chesapeake waters are used will help us plan for reducing use conflicts in our coastal waters, maximizing efficiency, and enhancing environmental and economic productivity. Chesapeake Bay waters are used in many ways: commercial fishing, aquaculture, transport, habitat for wildlife, and recreation, among others. With new and expanding coastal and marine uses, as well as Maryland’s growing coastal population, the pressure is mounting to ensure that there is space for both traditional and new uses and that conflicts are minimized. Some mapped human use data exist, but Maryland has limited recreational water use data for the Chesapeake waters. Basic data on how we use our coastal waters was collected by inviting residents and experts to share their knowledge about recreational uses at workshops using geographical information systems technology.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/upd3-vdrx,https://opendata.maryland.gov/resource/upd3-vdrx.json,07/21/2025 10:12:57 PM,07/21/2025 10:12:58 PM,07/21/2025 10:13:00 PM,opendata.maryland.gov,false,2,0,,2,6,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
vd5p-e9ys,Historic Oyster Bottom,"Representation of historic oyster bottom as charted prior to the present,
legally designated Named Oyster Bars (Yates Bars and Amendments), using
source materials from 1906 to 1977. The Department of Natural Resources makes no warranty, expressed or implied, as to the use or appropriateness of Spatial Data, and there are no warranties of merchantability or fitness for a particular purpose or use. The information contained in Spatial Data is from publicly available sources, but no representation is made as to the accuracy or completeness of Spatial Data. The Department of Natural Resources shall not be subject to liability for human error, error due to software conversion, defect, or failure of machines, or any material used in the connection with the machines, including tapes, disks, CD-ROM’s or DVD-ROM’s and energy. The Department of Natural Resources shall not be liable for any lost profits, consequential damages, or claims against the Department of Natural Resources by third parties. The liability of the Department of Natural Resources for damage regardless of the form of the action shall not exceed any distribution fees that may have been paid in obtaining Spatial Data.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/vd5p-e9ys,https://opendata.maryland.gov/resource/vd5p-e9ys.json,07/22/2025 02:51:33 AM,07/22/2025 02:51:35 AM,07/22/2025 02:51:37 AM,opendata.maryland.gov,false,2,0,,1105,18,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
9czy-yquz,SCUBA Snorkeling Diving,"As a member of the Mid-Atlantic Regional Council on the Ocean (MARCO), Maryland, through its Coastal Zone Management (CZM) Program is collecting information on how the public uses the Atlantic coast of Maryland. These baseline data will inform planning efforts being undertaken by the Maryland Department of Natural Recources to help develop a Maryland Ocean Plan. Collecting data on the variety of ways you use the Seaside Bays and Atlantic Ocean will help us plan for reducing use conflicts in our coastal waters, maximizing efficiency, and enhancing environmental and economic productivity. State and federally managed waters of Maryland and the U.S. are used in many ways: commercial fishing, aquaculture, shipping, military exercises, sand mining, habitat for wildlife, and recreation. With new and expanding coastal and ocean uses emerging such as energy production and increased shipping and considering Maryland coastal population is increasing, the pressure is mounting to ensure that there is space for both traditional and new uses and that conflicts are minimized. Some mapped human use data exist, but Maryland has limited recreational water use data for its Atlantic Coast and Coastal Bays. So basic data on how we use our coastal waters will be collected by inviting residents and experts to share their knowledge about recreational uses at workshops using geographical information systems technology.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/9czy-yquz,https://opendata.maryland.gov/resource/9czy-yquz.json,07/21/2025 10:07:52 PM,07/21/2025 10:07:53 PM,07/21/2025 10:07:55 PM,opendata.maryland.gov,false,2,0,,3,6,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
iiqe-thdp,Sport Venues - Boxing,"Maryland Sports (http://www.marylandsports.us/) has identified sport venues located within the State of Maryland. These venues offer opportunities to participate in free and fee-based, organized and pick-up, indoor and outdoor sports and physical fitness related activities in the area of Boxing.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/iiqe-thdp,https://opendata.maryland.gov/resource/iiqe-thdp.json,07/21/2025 09:56:03 PM,07/21/2025 09:56:04 PM,07/21/2025 09:56:06 PM,opendata.maryland.gov,false,2,0,,10,11,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
ehai-ubpp,Shore Transit Routes,"Layer of Shore Transit Routes and variations. Routes were traced using Google Earth and were then converted to shapefiles. All routes, including direction and variations as applicable, are included in the shapefile and are listed as separate entities.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/ehai-ubpp,https://opendata.maryland.gov/resource/ehai-ubpp.json,07/22/2025 03:39:09 AM,07/22/2025 03:39:10 AM,07/22/2025 03:39:12 AM,opendata.maryland.gov,false,2,0,,14,7,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
sc4w-fcdy,Surface Water Sports,"Maryland, through its Coastal Zone Management (CZM) Program, is collecting information on how the public uses the Chesapeake Bay waters and adjacent lands. These baseline data will inform planning efforts being undertaken by the Maryland Department of Natural Resources to help inform public access, land acquisition, and future oyster aquaculture planning and decision-making. Collecting data on the variety of ways our Chesapeake waters are used will help us plan for reducing use conflicts in our coastal waters, maximizing efficiency, and enhancing environmental and economic productivity. Chesapeake Bay waters are used in many ways: commercial fishing, aquaculture, transport, habitat for wildlife, and recreation, among others. With new and expanding coastal and marine uses, as well as Maryland’s growing coastal population, the pressure is mounting to ensure that there is space for both traditional and new uses and that conflicts are minimized. Some mapped human use data exist, but Maryland has limited recreational water use data for the Chesapeake waters. Basic data on how we use our coastal waters was collected by inviting residents and experts to share their knowledge about recreational uses at workshops using geographical information systems technology.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/sc4w-fcdy,https://opendata.maryland.gov/resource/sc4w-fcdy.json,07/21/2025 10:07:45 PM,07/21/2025 10:07:46 PM,07/21/2025 10:07:50 PM,opendata.maryland.gov,false,2,0,,8,6,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
egwu-3sbv,Tide Gauge Locations,"This data layer shows the locations of NOAA tide gauges in Maryland. Knowledge of the timing and strength of tidal currents is extremely important for safe navigation in coastal waters. Tidal currents are almost always the strongest current experienced by vessels operating offshore and for considerable distances inside bays and river estuaries. Standardized procedures exist for analyzing tidal current data to separate the tidal and nontidal parameters. The tidal parameters are used to produce the National Ocean Service Tidal Current Tables. There are currently 41 tidal current reference stations where daily predictions are made based on information obtained in short-term current studies. Additional predictions are made for 2200 locations referenced to these tidal current reference stations. Predictions have varying degrees of accuracy dependant on the age of the data, the length of the measurements and the degree of non tidal influence a given location experiences. A clear understanding of current patterns in ports and estuaries which have economical and commercial importance is vital to ensure safe navigation and help in preventing accidents. In ports where currents are dominated by non-tidal factors, real-time current measurements are preferred. Data was downloaded from the NOAA website at http://tidesandcurrents.noaa.gov/cdata/StationList?type=Current+Data&filter=active.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/egwu-3sbv,https://opendata.maryland.gov/resource/egwu-3sbv.json,07/21/2025 11:46:35 PM,07/21/2025 11:46:36 PM,07/21/2025 11:46:38 PM,opendata.maryland.gov,false,2,1,,5,7,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
5iiu-dg3s,Sport Venues - Cross Country,"Maryland Sports (http://www.marylandsports.us/) has identified sport venues located within the State of Maryland. These venues offer opportunities to participate in free and fee-based, organized and pick-up, indoor and outdoor sports and physical fitness related activities in the area of Cross Country.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/5iiu-dg3s,https://opendata.maryland.gov/resource/5iiu-dg3s.json,07/21/2025 10:17:36 PM,07/21/2025 10:17:37 PM,07/21/2025 10:17:39 PM,opendata.maryland.gov,false,2,0,,10,11,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
vabe-p4r3,Coastal Bays Shorebirds,The Sensitive Shorebird Areas dataset was developed to show all locations in the Maryland Coastal Bays that are sensitive for shorebirds. The dataset is an subset of the National Wetlands Inventory (NWI) dataset. The polygons that were extracted from the NWI dataset were of the NWI_TYPE = E1UB4L and E2FLN. These wetland types represent specific types of subtidal and intertidal mud flats that are desireable to shorebirds. The polygons were further divided into four size classes each containing the same number of polygons. Larger areas were given a higher ranking than smaller areas.,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/vabe-p4r3,https://opendata.maryland.gov/resource/vabe-p4r3.json,07/22/2025 02:36:45 AM,07/22/2025 02:36:46 AM,07/22/2025 02:36:48 AM,opendata.maryland.gov,false,2,0,,157,14,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
p79m-kxb9,Liquefied Natural Gas Stations,"Through a nationwide network of local coalitions, Clean Cities provides project assistance to help stakeholders in the public and private sectors deploy alternative and renewable fuels, idle-reduction measures, fuel economy improvements, and emerging transportation technologies. Department of Energy collects this data as part of the Projects undertaken by Clean Cities coalitions and stakeholders to ensure customers access to clean alternative energy. This data can be found at the Department of Energy Alternative Fuels Data Center Web Feature Service: http://www.afdc.energy.gov/locator/stations/Clean Cities is the deployment arm of the U.S. Department of Energy's (DOE) Vehicle Technologies Office.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/p79m-kxb9,https://opendata.maryland.gov/resource/p79m-kxb9.json,07/22/2025 03:32:21 AM,07/22/2025 03:32:23 AM,07/22/2025 03:32:24 AM,opendata.maryland.gov,false,2,2,,2,40,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
g47n-yttc,Recreational Ice Fishing,"These baseline recreational use data will inform planning efforts being undertaken by the Maryland Department of Natural Resources to help inform public access, land acquisition, future planning and decision-making. Collecting data on the variety of ways the Chesapeake waters and surrounding lands are used will help us plan for reducing use conflicts in our coastal waters, maximizing efficiency, and enhancing environmental and economic productivity. Chesapeake Bay waters are used in many ways: commercial fishing, aquaculture, transport, habitat for wildlife, and recreation, among others. With new and expanding coastal and marine uses, as well as Maryland’s growing coastal population, the pressure is mounting to ensure that there is space for both traditional and new uses and that conflicts are minimized. Some mapped human use data exist, but Maryland has limited recreational water use data for the Chesapeake waters. Basic data on how we use our coastal waters was collected by inviting residents and experts to share their knowledge about recreational uses at workshops using geographical information systems technology.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/g47n-yttc,https://opendata.maryland.gov/resource/g47n-yttc.json,07/21/2025 10:12:46 PM,07/21/2025 10:12:46 PM,07/21/2025 10:12:49 PM,opendata.maryland.gov,false,2,2,,2,6,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
iqmu-bh48,Sport Venues - Speed Skating,"Maryland Sports (http://www.marylandsports.us/) has identified sport venues located within the State of Maryland. These venues offer opportunities to participate in free and fee-based, organized and pick-up, indoor and outdoor sports and physical fitness related activities in the area of Speed Skating.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/iqmu-bh48,https://opendata.maryland.gov/resource/iqmu-bh48.json,07/21/2025 09:53:53 PM,07/21/2025 09:53:54 PM,07/21/2025 09:53:56 PM,opendata.maryland.gov,false,2,2,,4,11,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
ff2x-4kch,Sport Venues - Tae Kwon Doe,"Maryland Sports (http://www.marylandsports.us/) has identified sport venues located within the State of Maryland. These venues offer opportunities to participate in free and fee-based, organized and pick-up, indoor and outdoor sports and physical fitness related activities in the area of Tae Kwon Doe.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/ff2x-4kch,https://opendata.maryland.gov/resource/ff2x-4kch.json,07/21/2025 09:53:42 PM,07/21/2025 09:53:43 PM,07/21/2025 09:53:45 PM,opendata.maryland.gov,false,2,1,,2,11,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
2f73-fa73,Stream Wader Sites volunteer collected,Display the Benthic Index of Biotic Integrity (BIBI) score of sites sampled by trained volunteers to help fill in the gaps in the MBSS data.,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/2f73-fa73,https://opendata.maryland.gov/resource/2f73-fa73.json,07/21/2025 11:57:33 PM,07/21/2025 11:57:33 PM,07/21/2025 11:57:36 PM,opendata.maryland.gov,false,3,0,,6951,6,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
3yba-qvjt,Sport Venues - Shooting,"Maryland Sports (http://www.marylandsports.us/) has identified sport venues located within the State of Maryland. These venues offer opportunities to participate in free and fee-based, organized and pick-up, indoor and outdoor sports and physical fitness related activities in the area of Shooting.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/3yba-qvjt,https://opendata.maryland.gov/resource/3yba-qvjt.json,07/21/2025 10:16:23 PM,07/21/2025 10:16:26 PM,07/21/2025 10:16:28 PM,opendata.maryland.gov,false,2,2,,28,11,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
